nick,country,stats_link,teams,maps_played,rounds_played,kd_difference,kd_ratio,rating,total_kills,headshot_percentage,total_deaths,grenade_damage_per_round,kills_per_round,assists_per_round,deaths_per_round,teammate_saved_per_round,saved_by_teammate_per_round,kast,impact
twist,Sweden,https://www.hltv.org//stats/players/7443/twist,"['GODSENT', 'fnatic', 'NIP']",1683,44551,1772,1.06,1.04,31654,41.3,29882,4.9,0.71,0.14,0.67,0.09,0.09,69.8,1.1
Bubzkji,Denmark,https://www.hltv.org//stats/players/9612/bubzkji,"['Tricked', 'Fragsters', 'MAD Lions', 'Astralis']",817,21619,963,1.07,1.04,15534,50.8,14571,5.4,0.72,0.14,0.67,0.09,0.1,70.0,1.11
buster,Kazakhstan,https://www.hltv.org//stats/players/11942/buster,"['AVANGAR', 'Virtus.pro']",1240,32769,1988,1.1,1.04,22339,47.9,20351,3.5,0.68,0.12,0.62,0.08,0.09,72.0,1.03
eraa,Sweden,https://www.hltv.org//stats/players/16487/eraa,['GamerLegion'],556,15093,700,1.07,1.04,10697,33.2,9997,3.4,0.71,0.1,0.66,0.09,0.09,68.8,1.09
ANDROID,Canada,https://www.hltv.org//stats/players/9043/android,"['Complexity', 'Envy']",835,21741,1036,1.07,1.04,15394,50.7,14358,3.0,0.71,0.13,0.66,0.1,0.12,71.2,1.02
LOVEYY,China,https://www.hltv.org//stats/players/8957/loveyy,"['Flash', 'VG.CyberZen', 'VG.Flash']",708,17977,699,1.06,1.04,12939,52.0,12240,3.5,0.72,0.15,0.68,0.11,0.11,70.7,1.11
Kntz,Thailand,https://www.hltv.org//stats/players/10705/kntz,"['Alpha Red', 'Beyond', 'NSPR']",498,12821,637,1.08,1.04,9085,47.3,8448,2.8,0.71,0.12,0.66,0.1,0.11,72.1,0.99
Maden,Montenegro,https://www.hltv.org//stats/players/11777/maden,"['ENCE', 'GODSENT', 'FunPlus Phoenix', 'SMASH']",652,17364,430,1.04,1.04,12632,51.5,12202,5.4,0.73,0.14,0.7,0.09,0.1,68.7,1.18
Lucky,France,https://www.hltv.org//stats/players/13497/lucky,"['Heretics', 'DBL PONEY', 'G2', '3DMAX']",1180,31516,1508,1.07,1.03,21748,41.5,20240,6.5,0.69,0.14,0.64,0.1,0.1,71.5,1.06
Davidp,Belgium,https://www.hltv.org//stats/players/8138/davidp,"['3DMAX', 'Heretics']",774,20539,1009,1.08,1.03,14255,39.7,13246,7.6,0.69,0.14,0.64,0.07,0.08,69.9,1.07
tb,China,https://www.hltv.org//stats/players/839/tb,"['VG.CyberZen', 'CyberZen', 'ViCi']",619,15737,708,1.07,1.03,11088,49.9,10380,3.5,0.7,0.15,0.66,0.11,0.11,71.9,1.05
dEE,Serbia,https://www.hltv.org//stats/players/4576/dee,"['lvlUP', '4glory', 'Juggernauts', 'BLUEJAYS']",439,11583,551,1.07,1.03,8169,33.5,7618,2.9,0.71,0.1,0.66,0.09,0.1,69.9,1.07
tarik,United States,https://www.hltv.org//stats/players/8523/tarik,"['CLG', 'Evil Geniuses', 'Cloud9', 'OpTic']",1438,37326,1316,1.05,1.03,26620,37.8,25304,2.9,0.71,0.14,0.68,0.11,0.1,70.8,1.11
land1n,Brazil,https://www.hltv.org//stats/players/10557/land1n,"['paiN', 'Wild', 'Case', 'BigGods']",758,19824,1181,1.1,1.03,13320,31.0,12139,2.3,0.67,0.11,0.61,0.08,0.09,70.6,1.06
F1KU,Poland,https://www.hltv.org//stats/players/19044/f1ku,['AGO'],576,15684,412,1.04,1.03,11046,55.0,10634,5.1,0.7,0.13,0.68,0.09,0.09,69.4,1.09
dobu,Mongolia,https://www.hltv.org//stats/players/9521/dobu,"['5POWER', 'TIGER', 'TheMongolz']",768,20107,640,1.05,1.03,14386,54.5,13746,3.4,0.72,0.15,0.68,0.1,0.1,71.1,1.14
REZ,Sweden,https://www.hltv.org//stats/players/9278/rez,"['NIP', 'Epsilon']",1323,34821,1298,1.06,1.03,24506,49.5,23208,3.9,0.7,0.14,0.67,0.1,0.1,70.7,1.1
rAge,Ukraine,https://www.hltv.org//stats/players/14171/rage,"['Hard Legion', 'Windigo Academy']",382,10184,684,1.11,1.03,6850,31.8,6166,4.5,0.67,0.1,0.61,0.07,0.09,70.3,1.03
NK4Y,Bulgaria,https://www.hltv.org//stats/players/10761/nk4y,"['Outlaws', 'Bpro', 'ex-Epsilon']",480,12325,429,1.05,1.03,8697,62.1,8268,3.6,0.71,0.14,0.67,0.1,0.11,70.8,1.03
sjuush,Denmark,https://www.hltv.org//stats/players/14148/sjuush,"['Heroic', 'Tricked', 'MAD Lions']",793,20961,926,1.07,1.03,14395,52.6,13469,3.9,0.69,0.13,0.64,0.1,0.11,72.3,1.04
JUST,Portugal,https://www.hltv.org//stats/players/8998/just,"['SAW', 'OFFSET']",855,22511,826,1.06,1.03,15585,55.3,14759,5.4,0.69,0.13,0.66,0.09,0.11,71.8,1.03
USTILO,Australia,https://www.hltv.org//stats/players/8771/ustilo,"['Renegades', 'ORDER']",1144,29584,928,1.05,1.03,20847,46.0,19919,3.2,0.7,0.14,0.67,0.1,0.1,70.8,1.12
Subroza,Canada,https://www.hltv.org//stats/players/11231/subroza,"['Ghost', 'FRENCH CANADIANS', 'CLG', 'Lazarus', 'Orgless']",623,16275,375,1.03,1.03,11748,48.4,11373,5.2,0.72,0.15,0.7,0.09,0.09,69.3,1.19
TRAVIS,Russia,https://www.hltv.org//stats/players/16948/travis,['1WIN'],482,12848,405,1.05,1.03,9024,54.7,8619,4.3,0.7,0.14,0.67,0.1,0.08,71.2,1.14
JonY BoY,Argentina,https://www.hltv.org//stats/players/10499/jony-boy,"['Gale Force', 'Miami Flamingos', 'Furious', 'Isurus']",418,10732,384,1.05,1.03,7530,34.8,7146,3.7,0.7,0.11,0.67,0.08,0.09,68.4,1.16
max,Uruguay,https://www.hltv.org//stats/players/12092/max,"['9z', 'Isurus', 'Furious']",538,14230,608,1.06,1.03,9999,45.8,9391,4.1,0.7,0.14,0.66,0.11,0.1,71.6,1.09
juho,Finland,https://www.hltv.org//stats/players/7775/juho,"['ENCE', 'iGame.com']",753,19812,268,1.02,1.03,14492,45.7,14224,2.3,0.73,0.14,0.72,0.1,0.09,68.3,1.19
DannyG,Australia,https://www.hltv.org//stats/players/17385/dannyg,"['Rooster', 'Paradox']",377,9748,294,1.04,1.03,6994,46.5,6700,4.4,0.72,0.14,0.69,0.1,0.1,70.5,1.13
yam,Australia,https://www.hltv.org//stats/players/2555/yam,"['Renegades', 'Tainted Minds']",547,14003,650,1.07,1.03,9755,34.6,9105,4.9,0.7,0.13,0.65,0.09,0.09,70.1,1.15
fleav,Hungary,https://www.hltv.org//stats/players/12317/fleav,"['Budapest Five', 'GameAgents']",548,14421,344,1.03,1.03,10494,40.5,10150,2.7,0.73,0.13,0.7,0.09,0.1,68.9,1.11
alex,Spain,https://www.hltv.org//stats/players/8371/alex,['Movistar Riders'],1265,33492,1417,1.06,1.03,23291,45.8,21874,4.5,0.7,0.14,0.65,0.09,0.11,71.3,1.07
Relaxa,Sweden,https://www.hltv.org//stats/players/9279/relaxa,"['Chaos', 'Red Reserve', 'Japaleno', 'Apeks', 'Galaxy Racer']",1203,32043,1945,1.1,1.03,21475,30.2,19530,4.3,0.67,0.12,0.61,0.09,0.09,71.5,1.04
Lucaozy,Brazil,https://www.hltv.org//stats/players/18717/lucaozy,"['Sharks', 'DETONA', 'Reapers']",387,10504,443,1.06,1.03,7353,50.7,6910,3.1,0.7,0.11,0.66,0.1,0.1,70.7,1.06
znajder,Sweden,https://www.hltv.org//stats/players/3847/znajder,"['GODSENT', 'fnatic', 'EURONICS']",1050,27577,1070,1.06,1.03,19778,47.9,18708,4.3,0.72,0.15,0.68,0.1,0.1,69.9,1.05
DEV7L,Czech Republic,https://www.hltv.org//stats/players/9358/dev7l,['eXtatus'],549,14256,582,1.06,1.03,9988,34.2,9406,2.7,0.7,0.1,0.66,0.09,0.1,69.9,1.04
AiyvaN,Ukraine,https://www.hltv.org//stats/players/9349/aiyvan,"['pro100', ""spray'n'pray""]",694,18045,592,1.05,1.03,12635,37.8,12043,3.2,0.7,0.11,0.67,0.1,0.1,69.6,1.11
DiMKE,Serbia,https://www.hltv.org//stats/players/3732/dimke,"['4glory', 'lvlUP', 'RESISTANCE', 'ONYX']",635,16721,506,1.04,1.03,11835,46.9,11329,4.3,0.71,0.15,0.68,0.11,0.12,71.7,1.08
captainMo,China,https://www.hltv.org//stats/players/5187/captainmo,"['TYLOO', 'OneThree']",814,20980,617,1.04,1.03,14956,40.2,14339,2.5,0.71,0.12,0.68,0.1,0.1,70.0,1.09
phzy,Sweden,https://www.hltv.org//stats/players/16726/phzy,"['Young Ninjas', 'NIP']",447,12013,620,1.08,1.03,8129,28.9,7509,2.5,0.68,0.1,0.63,0.08,0.08,70.5,1.01
KENSI,Russia,https://www.hltv.org//stats/players/19236/kensi,"['forZe', 'ex-ETHEREAL']",476,12789,637,1.08,1.03,8718,55.3,8081,4.7,0.68,0.12,0.63,0.09,0.09,71.2,1.01
rain,Norway,https://www.hltv.org//stats/players/8183/rain,['FaZe'],1569,41489,857,1.03,1.03,29498,56.2,28641,3.5,0.71,0.15,0.69,0.1,0.09,69.9,1.16
Thomas,United Kingdom,https://www.hltv.org//stats/players/13018/thomas,['Endpoint'],921,24470,849,1.05,1.03,17428,41.5,16579,5.5,0.71,0.17,0.68,0.11,0.11,72.8,1.1
stfN,Germany,https://www.hltv.org//stats/players/8800/stfn,['ALTERNATE aTTaX'],1349,35834,1458,1.06,1.03,24872,46.5,23414,4.0,0.69,0.14,0.65,0.1,0.12,71.6,1.06
Spargo,Finland,https://www.hltv.org//stats/players/15565/spargo,"['KOVA', 'hREDS']",433,11725,380,1.05,1.03,8165,32.9,7785,2.3,0.7,0.09,0.66,0.09,0.09,68.5,1.1
RCF,Brazil,https://www.hltv.org//stats/players/11337/rcf,"['Sharks', 'Yeah', 'High Coast']",643,16851,550,1.05,1.03,11965,43.3,11415,2.9,0.71,0.11,0.68,0.1,0.1,69.8,1.16
kressy,Germany,https://www.hltv.org//stats/players/12782/kressy,"['ALTERNATE aTTaX', 'Sprout', 'EURONICS']",1102,29508,1165,1.06,1.03,20337,47.9,19172,3.8,0.69,0.13,0.65,0.1,0.1,71.8,1.01
Patitek,Poland,https://www.hltv.org//stats/players/14670/patitek,"['Izako Boars', 'x-kom', 'VenatoreS']",377,9918,178,1.03,1.03,7153,51.6,6975,3.2,0.72,0.13,0.7,0.1,0.1,69.2,1.13
shuadapai,China,https://www.hltv.org//stats/players/11576/shuadapai,"['5POWER', 'Eclipse']",549,14214,492,1.05,1.03,9880,52.4,9388,3.5,0.7,0.14,0.66,0.11,0.11,72.4,1.03
aizy,Denmark,https://www.hltv.org//stats/players/8095/aizy,"['North', 'Dignitas', 'FaZe']",1564,41206,1170,1.04,1.03,28807,50.4,27637,4.3,0.7,0.14,0.67,0.1,0.1,69.7,1.05
cxzi,United States,https://www.hltv.org//stats/players/17353/cxzi,"['Triumph', 'Strife']",423,10971,113,1.01,1.03,7988,37.9,7875,5.1,0.73,0.15,0.72,0.1,0.08,68.8,1.19
FrostMisty,Indonesia,https://www.hltv.org//stats/players/8952/frostmisty,"['Recca', 'nxl']",376,9498,411,1.07,1.03,6710,41.8,6299,2.8,0.71,0.14,0.66,0.09,0.1,72.4,1.03
fl0m,United States,https://www.hltv.org//stats/players/8503/fl0m,['Mythic'],655,17274,646,1.06,1.03,12087,29.8,11441,3.5,0.7,0.12,0.66,0.1,0.1,70.4,1.09
RIKO,United States,https://www.hltv.org//stats/players/11737/riko,"['Monstars', 'Denial']",406,10568,155,1.02,1.03,7573,52.7,7418,3.4,0.72,0.13,0.7,0.1,0.11,69.6,1.07
Forester,Russia,https://www.hltv.org//stats/players/13982/forester,"['Entropiq', 'DreamEaters', 'Hard Legion']",1169,31054,1053,1.05,1.03,21565,53.8,20512,3.4,0.69,0.13,0.66,0.09,0.09,70.0,1.08
dennis,Sweden,https://www.hltv.org//stats/players/1146/dennis,"['Apeks', 'fnatic', 'NIP', 'GamerLegion']",1575,41834,1140,1.04,1.03,29842,54.4,28702,4.0,0.71,0.12,0.69,0.09,0.1,69.3,1.06
food,United States,https://www.hltv.org//stats/players/9875/food,"['eUnited', 'Singularity', 'Freedom 35']",456,11711,380,1.05,1.03,8248,50.2,7868,3.9,0.7,0.14,0.67,0.11,0.11,71.7,1.08
FaNg,Canada,https://www.hltv.org//stats/players/17372/fang,['Extra Salt'],629,16396,540,1.05,1.03,11628,56.0,11088,4.0,0.71,0.13,0.68,0.11,0.1,71.4,1.09
flamie,Russia,https://www.hltv.org//stats/players/7594/flamie,['Natus Vincere'],1601,42283,1389,1.05,1.03,29497,54.5,28108,3.8,0.7,0.14,0.66,0.09,0.09,70.6,1.01
Patsi,Russia,https://www.hltv.org//stats/players/19673/patsi,"['Spirit', 'Espada', 'Spirit Academy']",487,13044,267,1.03,1.03,9244,45.1,8977,3.7,0.71,0.13,0.69,0.11,0.1,69.7,1.13
glowiing,Russia,https://www.hltv.org//stats/players/17508/glowiing,"['1WIN', 'Trident', 'Cyber Legacy']",477,12701,186,1.02,1.03,9120,55.4,8934,4.8,0.72,0.13,0.7,0.1,0.1,69.0,1.15
pashaBiceps,Poland,https://www.hltv.org//stats/players/317/pashabiceps,"['Virtus.pro', 'ESC']",1592,41228,1019,1.04,1.02,29501,37.3,28482,4.2,0.72,0.13,0.69,0.08,0.08,66.8,1.06
hoody,Finland,https://www.hltv.org//stats/players/13396/hoody,['HAVU'],575,15453,402,1.04,1.02,10871,49.6,10469,3.7,0.7,0.13,0.68,0.09,0.1,69.7,1.09
CyberFocus,Belarus,https://www.hltv.org//stats/players/8255/cyberfocus,"['Nemiga', 'K29', 'Rebels', 'Empire']",491,12779,320,1.04,1.02,9080,29.7,8760,2.0,0.71,0.11,0.69,0.08,0.08,68.3,1.16
Maluk3,Brazil,https://www.hltv.org//stats/players/2529/maluk3,['TeamOne'],1024,26554,1139,1.07,1.02,18315,29.2,17176,5.3,0.69,0.11,0.65,0.09,0.09,69.8,1.09
kai,Brazil,https://www.hltv.org//stats/players/14445/kai,"['Bravos', 'C4', 'RED Canids']",483,12692,415,1.05,1.02,8814,35.3,8399,4.4,0.69,0.14,0.66,0.09,0.11,71.5,1.01
Krad,Russia,https://www.hltv.org//stats/players/12027/krad,"['Entropiq', 'DreamEaters', 'Hard Legion']",1137,30234,703,1.03,1.02,21101,48.7,20398,4.8,0.7,0.14,0.67,0.09,0.1,68.8,1.11
sLowi,Finland,https://www.hltv.org//stats/players/9271/slowi,['HAVU'],1119,30068,841,1.04,1.02,20905,51.6,20064,4.7,0.7,0.14,0.67,0.09,0.09,69.0,1.11
HexT,Canada,https://www.hltv.org//stats/players/18838/hext,"['Carpe Diem', 'RBG']",461,12242,316,1.04,1.02,8686,50.2,8370,4.8,0.71,0.14,0.68,0.13,0.13,71.4,1.13
smiley,Kazakhstan,https://www.hltv.org//stats/players/17793/smiley,"['Unique', '100PG', 'Se7en']",478,12883,631,1.08,1.02,8764,28.8,8133,3.3,0.68,0.1,0.63,0.08,0.09,69.6,1.07
niko,Denmark,https://www.hltv.org//stats/players/10264/niko,"['OG', 'Heroic', 'OpTic']",1211,32024,1078,1.05,1.02,22111,49.4,21033,4.3,0.69,0.13,0.66,0.1,0.11,71.3,1.04
AMANEK,France,https://www.hltv.org//stats/players/9616/amanek,"['G2', 'LDLC', 'Misfits']",1030,27668,1199,1.07,1.02,18691,45.2,17492,4.6,0.68,0.13,0.63,0.09,0.09,71.6,1.01
dragonfly,Denmark,https://www.hltv.org//stats/players/10992/dragonfly,['Fragsters'],507,13234,502,1.06,1.02,9094,25.1,8592,3.1,0.69,0.09,0.65,0.09,0.08,67.6,1.13
szejn,Poland,https://www.hltv.org//stats/players/17113/szejn,"['MOUZ NXT', 'Izako Boars']",505,13478,275,1.03,1.02,9375,51.7,9100,3.9,0.7,0.13,0.68,0.09,0.09,69.6,1.06
kolor,Hungary,https://www.hltv.org//stats/players/10698/kolor,"['Budapest Five', 'GameAgents', 'EURONICS']",552,14434,304,1.03,1.02,10220,27.7,9916,2.1,0.71,0.11,0.69,0.1,0.12,68.6,1.11
JDC,Germany,https://www.hltv.org//stats/players/14929/jdc,"['MOUZ NXT', 'expert', 'Unicorns of Love', 'PANTHERS']",471,12350,324,1.04,1.02,8625,51.4,8301,3.0,0.7,0.12,0.67,0.1,0.1,69.9,1.06
NBK-,France,https://www.hltv.org//stats/players/7168/nbk,"['Envy', 'G2', 'Vitality', 'OG', 'VeryGames']",2050,53613,1331,1.04,1.02,37151,53.7,35820,3.4,0.69,0.15,0.67,0.1,0.08,69.4,1.06
DeStiNy,Brazil,https://www.hltv.org//stats/players/9483/destiny,"['Luminosity', 'Paquetá', 'INTZ', 'Wild']",1050,27280,470,1.02,1.02,19569,50.8,19099,3.2,0.72,0.14,0.7,0.11,0.1,70.5,1.18
jdm64,United States,https://www.hltv.org//stats/players/8346/jdm64,"['Liquid', 'CLG', 'Envy']",823,21321,825,1.06,1.02,14626,23.6,13801,2.9,0.69,0.1,0.65,0.1,0.09,68.8,1.05
HS,Estonia,https://www.hltv.org//stats/players/8994/hs,"['Nordavind', 'PENTA']",1060,28352,407,1.02,1.02,20155,49.3,19748,4.9,0.71,0.15,0.7,0.1,0.11,69.6,1.09
bondik,Ukraine,https://www.hltv.org//stats/players/2131/bondik,"['HellRaisers', 'FlipSid3', 'Winstrike']",1454,38215,1456,1.06,1.02,26353,47.7,24897,5.3,0.69,0.13,0.65,0.09,0.1,71.3,0.97
MonttY,Slovakia,https://www.hltv.org//stats/players/9961/montty,"['eXtatus', 'eSuba']",522,13451,338,1.04,1.02,9507,46.6,9169,1.9,0.71,0.14,0.68,0.11,0.11,72.1,1.07
mouz,Poland,https://www.hltv.org//stats/players/8323/mouz,"['Kinguin', 'Illuminar']",1696,45068,1744,1.06,1.02,31019,50.2,29280,3.2,0.69,0.13,0.65,0.09,0.1,71.8,1.01
FANAT ROCKA,Russia,https://www.hltv.org//stats/players/9008/fanat-rocka,"['Unique', 'Quantum Bellator Fire', 'Space Jam']",465,12150,453,1.06,1.02,8262,27.1,7809,2.8,0.68,0.11,0.64,0.08,0.09,69.0,1.08
disco doplan,Sweden,https://www.hltv.org//stats/players/9256/disco-doplan,"['GODSENT', 'Epsilon', 'Galaxy Racer', 'Red Reserve']",1207,32000,1094,1.05,1.02,22193,43.9,21099,3.6,0.69,0.13,0.66,0.09,0.1,70.2,1.04
Tuurtle,Brazil,https://www.hltv.org//stats/players/14394/tuurtle,"['MIBR', 'DETONA', 'Bravos', 'C4']",707,18579,469,1.04,1.02,13040,54.9,12571,2.8,0.7,0.14,0.68,0.1,0.11,71.4,1.1
Nico,Denmark,https://www.hltv.org//stats/players/7413/nico,"['Dignitas', 'CPH Wolves', 'Western Wolves']",399,10074,547,1.09,1.02,6738,26.0,6191,4.9,0.67,0.12,0.61,0.08,0.14,69.2,1.28
NENO,North Macedonia,https://www.hltv.org//stats/players/2299/neno,"['Binary Dragons', 'Valiance']",647,16756,643,1.06,1.02,11634,42.4,10991,4.3,0.69,0.14,0.66,0.09,0.09,71.4,1.03
qqGOD,Thailand,https://www.hltv.org//stats/players/9289/qqgod,"['Signature', 'Beyond', 'Lucid Dream']",584,15180,280,1.03,1.02,10674,40.9,10394,3.3,0.7,0.16,0.68,0.09,0.09,70.2,1.13
Plopski,Sweden,https://www.hltv.org//stats/players/14218/plopski,"['NIP', 'x6tence Galaxy', 'Singularity']",994,26350,872,1.05,1.02,18315,41.6,17443,4.9,0.7,0.14,0.66,0.1,0.11,71.8,1.06
Xyp9x,Denmark,https://www.hltv.org//stats/players/4954/xyp9x,"['Astralis', 'TSM']",1934,50382,2364,1.08,1.02,33274,41.6,30910,6.2,0.66,0.16,0.61,0.08,0.09,72.2,0.97
MoeycQ,Australia,https://www.hltv.org//stats/players/8770/moeycq,"['Immunity', 'Chiefs', 'Ground Zero', 'AVANT']",639,16594,410,1.04,1.02,11650,36.9,11240,5.1,0.7,0.12,0.68,0.09,0.09,68.3,1.04
Spongey,United States,https://www.hltv.org//stats/players/13589/spongey,"['Bad News Bears', 'Triumph', 'The Quest']",782,20344,1000,1.08,1.02,13495,50.7,12495,4.4,0.66,0.12,0.61,0.1,0.11,72.5,0.94
v1c7oR,Bulgaria,https://www.hltv.org//stats/players/7834/v1c7or,"['Windigo', 'E-frag.net', 'Fiend']",1859,48493,1212,1.04,1.02,33791,46.3,32579,4.5,0.7,0.16,0.67,0.12,0.11,72.9,1.1
apEX,France,https://www.hltv.org//stats/players/7322/apex,"['Vitality', 'Envy', 'G2', 'Titan']",1953,51220,717,1.02,1.02,36577,51.8,35857,5.0,0.71,0.16,0.7,0.1,0.09,68.6,1.09
spaze,Russia,https://www.hltv.org//stats/players/8345/spaze,"['PiTER', 'Gambit', 'EPG']",538,14117,89,1.01,1.02,10281,52.0,10192,2.6,0.73,0.14,0.72,0.1,0.11,67.9,1.04
Goofy,Poland,https://www.hltv.org//stats/players/15428/goofy,"['Wisla Krakow', 'PACT', 'x-kom']",1101,29782,358,1.02,1.02,21027,41.2,20678,4.8,0.71,0.15,0.69,0.1,0.11,70.2,1.12
b0denmaster,Sweden,https://www.hltv.org//stats/players/15501/b0denmaster,"['ATK', 'Lilmix']",489,13074,410,1.05,1.02,8954,33.7,8544,4.8,0.68,0.11,0.65,0.09,0.08,68.8,1.12
mar,Bulgaria,https://www.hltv.org//stats/players/13464/mar,"['FATE', 'Finest']",724,19174,441,1.03,1.02,13419,48.5,12978,6.6,0.7,0.15,0.68,0.1,0.1,70.6,1.08
Ace,United States,https://www.hltv.org//stats/players/13273/ace,"['Rise Nation', 'eUnited']",456,11866,570,1.08,1.02,7922,31.4,7352,2.3,0.67,0.1,0.62,0.09,0.1,70.9,1.03
Markoś,Poland,https://www.hltv.org//stats/players/11276/marko,"['AVEZ', 'Wisla Krakow']",666,17918,799,1.07,1.02,12079,29.6,11280,3.2,0.67,0.11,0.63,0.08,0.08,70.0,1.03
dimasick,Kazakhstan,https://www.hltv.org//stats/players/13780/dimasick,"['AVANGAR', 'pro100']",585,15322,447,1.04,1.02,10747,49.1,10300,3.5,0.7,0.12,0.67,0.08,0.09,69.5,1.03
yel,Brazil,https://www.hltv.org//stats/players/10560/yel,"['Luminosity', 'INTZ', 'MIBR']",927,23986,1043,1.07,1.02,16210,29.8,15167,3.0,0.68,0.11,0.63,0.09,0.09,70.5,1.06
iDk,Brazil,https://www.hltv.org//stats/players/10818/idk,"['TeamOne', 'Paquetá', 'Yeah']",832,21692,528,1.04,1.02,15092,47.0,14564,4.7,0.7,0.15,0.67,0.1,0.09,70.3,1.09
queztone,Slovakia,https://www.hltv.org//stats/players/7749/queztone,['eXtatus'],709,18569,235,1.02,1.02,13135,44.7,12900,3.2,0.71,0.14,0.69,0.1,0.1,69.9,1.06
ROBO,Belarus,https://www.hltv.org//stats/players/3410/robo,['Nemiga'],667,17746,628,1.05,1.02,12328,45.6,11700,2.7,0.69,0.11,0.66,0.09,0.1,70.1,1.04
steel,Canada,https://www.hltv.org//stats/players/7253/steel,"['Chaos', 'Ghost', 'Torqued']",617,16290,261,1.02,1.02,11498,45.7,11237,4.8,0.71,0.15,0.69,0.09,0.08,69.6,1.16
TENZKI,Denmark,https://www.hltv.org//stats/players/5287/tenzki,"['Nordavind', 'Dignitas']",1494,39305,1336,1.05,1.02,26979,52.9,25643,4.4,0.69,0.14,0.65,0.09,0.1,71.0,1.03
fr0slev,Denmark,https://www.hltv.org//stats/players/11258/fr0slev,"['AGF', 'Fragsters']",611,15973,470,1.04,1.02,11143,48.0,10673,4.7,0.7,0.14,0.67,0.1,0.12,71.5,1.02
LETN1,Serbia,https://www.hltv.org//stats/players/4216/letn1,"['Valiance', 'Binary Dragons', 'iNation', 'CR4ZY']",1111,28880,1164,1.06,1.02,19347,49.6,18183,3.6,0.67,0.13,0.63,0.1,0.1,71.8,1.03
fox,Portugal,https://www.hltv.org//stats/players/629/fox,"['Giants', 'k1ck', 'Kinguin', 'OFFSET']",1057,27606,523,1.03,1.02,19440,32.0,18917,3.2,0.7,0.13,0.69,0.1,0.09,68.6,1.18
n0thing,United States,https://www.hltv.org//stats/players/203/n0thing,"['Cloud9', 'Complexity']",813,21021,484,1.03,1.02,14720,52.6,14236,5.0,0.7,0.15,0.68,0.1,0.1,69.5,1.01
SKYTTEN,Sweden,https://www.hltv.org//stats/players/2398/skytten,"['Orbit', 'LGB']",382,10157,328,1.05,1.02,7087,45.2,6759,4.0,0.7,0.16,0.67,0.1,0.13,71.9,1.06
roseau,Indonesia,https://www.hltv.org//stats/players/8951/roseau,"['Recca', 'nxl']",412,10376,119,1.02,1.02,7419,40.4,7300,3.0,0.72,0.15,0.7,0.11,0.11,71.2,1.15
roca,United States,https://www.hltv.org//stats/players/7935/roca,"['Splyce', 'Echo Fox', 'Complexity', 'ELEVATE']",660,17324,195,1.02,1.02,12336,51.4,12141,3.0,0.71,0.13,0.7,0.1,0.11,68.8,1.06
flickz,Australia,https://www.hltv.org//stats/players/11844/flickz,"['Chiefs', 'Athletico', 'Dark Sided']",461,11606,357,1.05,1.02,7976,48.3,7619,5.3,0.69,0.16,0.66,0.08,0.08,71.4,1.05
xCeeD,United States,https://www.hltv.org//stats/players/13182/xceed,"['The Quest', 'Triumph', 'SoaR']",435,11264,171,1.02,1.02,7858,44.1,7687,3.0,0.7,0.13,0.68,0.11,0.11,71.0,1.1
Jyo,Estonia,https://www.hltv.org//stats/players/12269/jyo,['Nemiga'],1163,31088,995,1.05,1.01,21200,40.7,20205,5.6,0.68,0.13,0.65,0.1,0.09,71.6,1.04
